project_name,download_count,github_url,pypi_url,extensions
contourpy,96311536,https://github.com/contourpy/contourpy,https://pypi.org/project/contourpy/,"[{""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}]"
httplib2,96262088,https://github.com/httplib2/httplib2,https://pypi.org/project/httplib2/,[]
py4j,94363690,,https://pypi.org/project/py4j/,[]
langchain,94084072,https://github.com/langchain-ai/langchain,https://pypi.org/project/langchain/,[]
ruamel-yaml-clib,94083532,,https://pypi.org/project/ruamel-yaml-clib/,[]
jaraco-functools,93622377,https://github.com/jaraco/jaraco.functools,https://pypi.org/project/jaraco-functools/,[]
grpcio-health-checking,93577123,,https://pypi.org/project/grpcio-health-checking/,[]
sqlparse,93441905,https://github.com/andialbrecht/sqlparse,https://pypi.org/project/sqlparse/,[]
jsonpointer,92600492,https://github.com/stefankoegl/python-json-pointer,https://pypi.org/project/jsonpointer/,[]
xmltodict,92588547,https://github.com/martinblech/xmltodict,https://pypi.org/project/xmltodict/,[]
prometheus-client,92193040,https://github.com/prometheus/client_python,https://pypi.org/project/prometheus-client/,[]
tokenizers,91790723,https://github.com/huggingface/tokenizers,https://pypi.org/project/tokenizers/,"[{""type"": ""Rust"", ""keywords"": [""#[pymodule]""]}]"
marshmallow,91509373,https://github.com/marshmallow-code/marshmallow,https://pypi.org/project/marshmallow/,[]
azure-storage-blob,90831007,https://github.com/Azure/azure-sdk-for-python,https://pypi.org/project/azure-storage-blob/,[]
google-analytics-admin,90820897,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-analytics-admin/,[]
ipython,90071695,https://github.com/ipython/ipython,https://pypi.org/project/ipython/,"[{""type"": ""Cython"", ""keywords"": [""cimport""]}, {""type"": ""SWIG"", ""keywords"": [""%module""]}]"
importlib-resources,89904973,https://github.com/python/importlib_resources,https://pypi.org/project/importlib-resources/,[]
jaraco-context,89533224,https://github.com/jaraco/jaraco.context,https://pypi.org/project/jaraco-context/,[]
docker,89129326,https://github.com/docker/docker-py,https://pypi.org/project/docker/,[]
aliyun-python-sdk-core,88759855,https://github.com/aliyun/aliyun-openapi-python-sdk,https://pypi.org/project/aliyun-python-sdk-core/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
black,88166356,https://github.com/psf/black,https://pypi.org/project/black/,[]
types-requests,85076249,https://github.com/python/typeshed,https://pypi.org/project/types-requests/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL("", ""CDLL(""]}]"
mako,84974151,https://github.com/sqlalchemy/mako,https://pypi.org/project/mako/,"[{""type"": ""SWIG"", ""keywords"": [""%include""]}]"
babel,84387053,https://github.com/python-babel/babel,https://pypi.org/project/babel/,[]
email-validator,83878811,https://github.com/JoshData/python-email-validator,https://pypi.org/project/email-validator/,[]
traitlets,83319243,https://github.com/ipython/traitlets,https://pypi.org/project/traitlets/,[]
cython,83215870,https://github.com/cython/cython,https://pypi.org/project/cython/,[]
jedi,81955940,https://github.com/davidhalter/jedi,https://pypi.org/project/jedi/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
parso,81683627,https://github.com/davidhalter/parso,https://pypi.org/project/parso/,"[{""type"": ""Cython"", ""keywords"": [""cimport""]}]"
nest-asyncio,81230343,https://github.com/erdewit/nest_asyncio,https://pypi.org/project/nest-asyncio/,[]
tornado,80742389,https://github.com/tornadoweb/tornado,https://pypi.org/project/tornado/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
sympy,80638897,https://github.com/sympy/sympy,https://pypi.org/project/sympy/,"[{""type"": ""Cython"", ""keywords"": [""cimport""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
toml,80017330,https://github.com/uiri/toml,https://pypi.org/project/toml/,[]
mypy,79415875,https://github.com/python/mypy,https://pypi.org/project/mypy/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""Cython"", ""keywords"": [""cpdef""]}, {""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}]"
awswrangler,79298921,https://github.com/aws/aws-sdk-pandas,https://pypi.org/project/awswrangler/,[]
matplotlib-inline,79192219,https://github.com/ipython/matplotlib-inline,https://pypi.org/project/matplotlib-inline/,[]
opentelemetry-instrumentation,79184875,https://github.com/open-telemetry/opentelemetry-python-contrib,https://pypi.org/project/opentelemetry-instrumentation/,[]
kubernetes,79056576,https://github.com/kubernetes-client/python,https://pypi.org/project/kubernetes/,[]
aiofiles,78924723,https://github.com/Tinche/aiofiles,https://pypi.org/project/aiofiles/,[]
snowflake-sqlalchemy,78525520,https://github.com/snowflakedb/snowflake-sqlalchemy,https://pypi.org/project/snowflake-sqlalchemy/,[]
executing,77990134,https://github.com/alexmojaki/executing,https://pypi.org/project/executing/,[]
pytest-asyncio,77257589,https://github.com/pytest-dev/pytest-asyncio,https://pypi.org/project/pytest-asyncio/,[]
hf-xet,77038912,https://github.com/huggingface/xet-core,https://pypi.org/project/hf-xet/,"[{""type"": ""Rust"", ""keywords"": [""#[pyfunction]"", ""#[pyclass]""]}]"
sentry-sdk,76499148,https://github.com/getsentry/sentry-python,https://pypi.org/project/sentry-sdk/,"[{""type"": ""Rust"", ""keywords"": [""#[pyfunction]""]}]"
argcomplete,76243529,https://github.com/kislyuk/argcomplete,https://pypi.org/project/argcomplete/,[]
asttokens,76105686,https://github.com/gristlabs/asttokens,https://pypi.org/project/asttokens/,[]
grpc-google-iam-v1,75751147,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/grpc-google-iam-v1/,[]
sphinx,74787129,https://github.com/sphinx-doc/sphinx,https://pypi.org/project/sphinx/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
uv,74508027,https://github.com/astral-sh/uv,https://pypi.org/project/uv/,"[{""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""Rust"", ""keywords"": [""#[pymodule]"", ""#[pyfunction]""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
mpmath,74393538,https://github.com/fredrik-johansson/mpmath,https://pypi.org/project/mpmath/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
webencodings,73917687,https://github.com/SimonSapin/python-webencodings,https://pypi.org/project/webencodings/,[]
langchain-core,73734821,https://github.com/langchain-ai/langchain,https://pypi.org/project/langchain-core/,[]
typedload,73504263,,https://pypi.org/project/typedload/,[]
ply,73189982,,https://pypi.org/project/ply/,[]
nodeenv,72941597,https://github.com/ekalinin/nodeenv,https://pypi.org/project/nodeenv/,[]
pymupdf,72879454,https://github.com/pymupdf/pymupdf,https://pypi.org/project/pymupdf/,"[{""type"": ""SWIG"", ""keywords"": [""%module"", ""%include""]}, {""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_""]}]"
termcolor,72835246,https://github.com/termcolor/termcolor,https://pypi.org/project/termcolor/,[]
markdown,72596935,https://github.com/Python-Markdown/markdown,https://pypi.org/project/markdown/,[]
jsonpatch,72287508,https://github.com/stefankoegl/python-json-patch,https://pypi.org/project/jsonpatch/,[]
torch,71715328,https://github.com/pytorch/pytorch,https://pypi.org/project/torch/,[]
stack-data,71155590,https://github.com/alexmojaki/stack_data,https://pypi.org/project/stack-data/,[]
pure-eval,70986176,https://github.com/alexmojaki/pure_eval,https://pypi.org/project/pure-eval/,[]
cachecontrol,70944238,https://github.com/psf/cachecontrol,https://pypi.org/project/cachecontrol/,[]
gunicorn,70904102,https://github.com/benoitc/gunicorn,https://pypi.org/project/gunicorn/,[]
pymysql,70736873,https://github.com/PyMySQL/PyMySQL,https://pypi.org/project/pymysql/,[]
uvloop,70436244,https://github.com/MagicStack/uvloop,https://pypi.org/project/uvloop/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""ctypedef""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
asgiref,70112698,https://github.com/django/asgiref,https://pypi.org/project/asgiref/,[]
pymongo,69913127,https://github.com/mongodb/mongo-python-driver,https://pypi.org/project/pymongo/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
watchfiles,69254809,https://github.com/samuelcolvin/watchfiles,https://pypi.org/project/watchfiles/,"[{""type"": ""Rust"", ""keywords"": [""#[pyclass]""]}]"
pkginfo,69175968,,https://pypi.org/project/pkginfo/,[]
mccabe,68892240,https://github.com/pycqa/mccabe,https://pypi.org/project/mccabe/,[]
dbt-core,67538461,https://github.com/dbt-labs/dbt-core,https://pypi.org/project/dbt-core/,[]
isort,67474035,https://github.com/PyCQA/isort,https://pypi.org/project/isort/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""cpdef"", ""ctypedef""]}]"
typing-inspect,67470373,https://github.com/ilevkivskyi/typing_inspect,https://pypi.org/project/typing-inspect/,[]
docstring-parser,67091423,https://github.com/rr-/docstring_parser,https://pypi.org/project/docstring-parser/,[]
dbt-common,66941819,https://github.com/dbt-labs/dbt-common,https://pypi.org/project/dbt-common/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}]"
pytest-xdist,66600057,https://github.com/pytest-dev/pytest-xdist,https://pypi.org/project/pytest-xdist/,[]
pycodestyle,65956745,,https://pypi.org/project/pycodestyle/,[]
pre-commit,65827671,https://github.com/pre-commit/pre-commit,https://pypi.org/project/pre-commit/,[]
python-json-logger,65809827,https://github.com/nhairs/python-json-logger,https://pypi.org/project/python-json-logger/,[]
aioitertools,65559154,https://github.com/omnilib/aioitertools,https://pypi.org/project/aioitertools/,[]
shapely,65283502,https://github.com/shapely/shapely,https://pypi.org/project/shapely/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}, {""type"": ""Cython"", ""keywords"": [""cpdef"", ""ctypedef"", ""cimport""]}]"
tiktoken,65215216,https://github.com/openai/tiktoken,https://pypi.org/project/tiktoken/,[]
cfgv,65200153,https://github.com/asottile/cfgv,https://pypi.org/project/cfgv/,[]
identify,65076907,https://github.com/pre-commit/identify,https://pypi.org/project/identify/,[]
execnet,64716952,,https://pypi.org/project/execnet/,[]
installer,64458734,https://github.com/pypa/installer,https://pypi.org/project/installer/,[]
httptools,64458670,https://github.com/MagicStack/httptools,https://pypi.org/project/httptools/,"[{""type"": ""Cython"", ""keywords"": [""cimport"", ""ctypedef""]}]"
opentelemetry-util-http,63825182,https://github.com/open-telemetry/opentelemetry-python-contrib,https://pypi.org/project/opentelemetry-util-http/,[]
debugpy,63600632,https://github.com/microsoft/debugpy,https://pypi.org/project/debugpy/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}, {""type"": ""Cython"", ""keywords"": [""cpdef"", ""ctypedef"", ""cimport""]}]"
google-cloud-vision,63093373,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-vision/,[]
google-cloud-kms,62337561,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-kms/,[]
pycryptodome,61847481,https://github.com/Legrandin/pycryptodome,https://pypi.org/project/pycryptodome/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""CFFI"", ""keywords"": [""ffi.dlopen("", ""ffi.cdef("", ""FFI("", ""ffi.new(""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
google-cloud-compute,61566173,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-compute/,[]
google-cloud-monitoring,61470016,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-monitoring/,[]
pendulum,61288392,https://github.com/sdispater/pendulum,https://pypi.org/project/pendulum/,"[{""type"": ""Rust"", ""keywords"": [""#[pymodule]"", ""#[pyfunction]""]}]"
future,61246860,https://github.com/PythonCharmers/python-future,https://pypi.org/project/future/,[]
google-cloud-speech,61098931,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-speech/,[]
google-cloud-tasks,60947209,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-tasks/,[]
dulwich,60928025,https://github.com/dulwich/dulwich,https://pypi.org/project/dulwich/,"[{""type"": ""Rust"", ""keywords"": [""#[pymodule]"", ""#[pyfunction]""]}]"
dbt-adapters,60903800,https://github.com/dbt-labs/dbt-adapters,https://pypi.org/project/dbt-adapters/,[]
google-cloud-dlp,60828865,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-dlp/,[]
msrest,60806959,https://github.com/Azure/msrest-for-python,https://pypi.org/project/msrest/,[]
databricks-sdk,60628446,,https://pypi.org/project/databricks-sdk/,[]
watchdog,60461674,https://github.com/gorakhargosh/watchdog,https://pypi.org/project/watchdog/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL("", ""WinDLL(""]}]"
multiprocess,60435156,https://github.com/uqfoundation/multiprocess,https://pypi.org/project/multiprocess/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
datadog,60255909,https://github.com/DataDog/datadogpy,https://pypi.org/project/datadog/,[]
google-cloud-workflows,59574722,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-workflows/,[]
google-cloud-language,59288668,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-language/,[]
jsonpath-ng,58802729,https://github.com/h2non/jsonpath-ng,https://pypi.org/project/jsonpath-ng/,[]
poetry,58738749,https://github.com/python-poetry/poetry,https://pypi.org/project/poetry/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
crashtest,58302575,https://github.com/sdispater/crashtest,https://pypi.org/project/crashtest/,[]
notebook,58267424,https://github.com/jupyter/notebook,https://pypi.org/project/notebook/,"[{""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
google-cloud-dataform,58015656,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-dataform/,[]
slack-sdk,57736342,https://github.com/slackapi/python-slack-sdk,https://pypi.org/project/slack-sdk/,[]
rfc3339-validator,57537914,https://github.com/naimetti/rfc3339-validator,https://pypi.org/project/rfc3339-validator/,[]
google-cloud-videointelligence,57330658,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-videointelligence/,[]
smart-open,56920000,https://github.com/piskvorky/smart_open,https://pypi.org/project/smart-open/,[]
mcp,56741083,https://github.com/modelcontextprotocol/python-sdk,https://pypi.org/project/mcp/,[]
httpx-sse,56734963,https://github.com/florimondmanca/httpx-sse,https://pypi.org/project/httpx-sse/,[]
azure-common,56553409,https://github.com/Azure/azure-sdk-for-python,https://pypi.org/project/azure-common/,[]
jupyter-core,56493955,https://github.com/jupyter/jupyter_core,https://pypi.org/project/jupyter-core/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}]"
google-cloud-os-login,56450398,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-os-login/,[]
databricks-sql-connector,56263711,https://github.com/databricks/databricks-sql-python,https://pypi.org/project/databricks-sql-connector/,[]
lz4,56227854,https://github.com/python-lz4/python-lz4,https://pypi.org/project/lz4/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
cattrs,55607714,https://github.com/python-attrs/cattrs,https://pypi.org/project/cattrs/,[]
ipykernel,55516819,https://github.com/ipython/ipykernel,https://pypi.org/project/ipykernel/,[]
cleo,55395832,https://github.com/python-poetry/cleo,https://pypi.org/project/cleo/,[]
opentelemetry-instrumentation-requests,54831940,https://github.com/open-telemetry/opentelemetry-python-contrib,https://pypi.org/project/opentelemetry-instrumentation-requests/,[]
arrow,54803967,https://github.com/arrow-py/arrow,https://pypi.org/project/arrow/,[]
backports-tarfile,54759435,https://github.com/jaraco/backports.tarfile,https://pypi.org/project/backports-tarfile/,[]
google-cloud-redis,54573165,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-redis/,[]
requests-file,54319008,,https://pypi.org/project/requests-file/,[]
dataclasses-json,54314216,https://github.com/lidatong/dataclasses-json,https://pypi.org/project/dataclasses-json/,[]
scramp,54261555,,https://pypi.org/project/scramp/,[]
bashlex,54238008,https://github.com/idank/bashlex,https://pypi.org/project/bashlex/,[]
tinycss2,54036272,https://github.com/Kozea/tinycss2,https://pypi.org/project/tinycss2/,[]
google-cloud-logging,53485988,https://github.com/googleapis/python-logging,https://pypi.org/project/google-cloud-logging/,[]
pygithub,53308778,https://github.com/pygithub/pygithub,https://pypi.org/project/pygithub/,[]
semver,53036005,https://github.com/python-semver/python-semver,https://pypi.org/project/semver/,[]
jupyter-client,52929208,https://github.com/jupyter/jupyter_client,https://pypi.org/project/jupyter-client/,[]
pypandoc-binary,52820059,https://github.com/JessicaTegner/pypandoc,https://pypi.org/project/pypandoc-binary/,[]
comm,52790379,https://github.com/ipython/comm,https://pypi.org/project/comm/,[]
py,52598877,,https://pypi.org/project/py/,[]
swe-rex,52563990,https://github.com/SWE-agent/SWE-rex,https://pypi.org/project/swe-rex/,[]
google-cloud-memcache,52524122,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-memcache/,[]
deepdiff,52319382,https://github.com/seperman/deepdiff,https://pypi.org/project/deepdiff/,[]
opensearch-py,52101730,https://github.com/opensearch-project/opensearch-py,https://pypi.org/project/opensearch-py/,[]
pyflakes,51776256,https://github.com/PyCQA/pyflakes,https://pypi.org/project/pyflakes/,[]
nvidia-nccl-cu12,51572666,,https://pypi.org/project/nvidia-nccl-cu12/,[]
invoke,51066220,https://github.com/pyinvoke/invoke,https://pypi.org/project/invoke/,[]
mistune,51052074,https://github.com/lepture/mistune,https://pypi.org/project/mistune/,[]
textual,50595571,https://github.com/Textualize/textual,https://pypi.org/project/textual/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL(""]}]"
zope-interface,50422126,https://github.com/zopefoundation/zope.interface,https://pypi.org/project/zope-interface/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
safetensors,50225106,https://github.com/huggingface/safetensors,https://pypi.org/project/safetensors/,"[{""type"": ""Rust"", ""keywords"": [""#[pyfunction]"", ""#[pyclass]""]}]"
google-cloud-aiplatform,49735354,https://github.com/googleapis/python-aiplatform,https://pypi.org/project/google-cloud-aiplatform/,[]
redshift-connector,49490255,https://github.com/aws/amazon-redshift-python-driver,https://pypi.org/project/redshift-connector/,[]
bleach,49061193,https://github.com/mozilla/bleach,https://pypi.org/project/bleach/,[]
pyspark,48844145,https://github.com/apache/spark,https://pypi.org/project/pyspark/,[]
typeguard,48763693,https://github.com/agronholm/typeguard,https://pypi.org/project/typeguard/,[]
h2,48648921,https://github.com/python-hyper/h2,https://pypi.org/project/h2/,[]
flake8,48621336,https://github.com/pycqa/flake8,https://pypi.org/project/flake8/,[]
opentelemetry-exporter-prometheus,48580031,https://github.com/open-telemetry/opentelemetry-python,https://pypi.org/project/opentelemetry-exporter-prometheus/,[]
xlsxwriter,48376698,https://github.com/jmcnamara/XlsxWriter,https://pypi.org/project/xlsxwriter/,[]
hyperframe,48187945,https://github.com/python-hyper/hyperframe,https://pypi.org/project/hyperframe/,[]
authlib,48184031,https://github.com/authlib/authlib,https://pypi.org/project/authlib/,[]
nbformat,47998587,https://github.com/jupyter/nbformat,https://pypi.org/project/nbformat/,[]
hpack,47967715,https://github.com/python-hyper/hpack,https://pypi.org/project/hpack/,[]
durationpy,47780048,https://github.com/icholy/durationpy,https://pypi.org/project/durationpy/,[]
text-unidecode,47628856,https://github.com/kmike/text-unidecode,https://pypi.org/project/text-unidecode/,[]
botocore-stubs,47611852,https://github.com/youtype/botocore-stubs,https://pypi.org/project/botocore-stubs/,[]
google-cloud-bigtable,47244763,https://github.com/googleapis/python-bigtable,https://pypi.org/project/google-cloud-bigtable/,[]
snowflake-snowpark-python,47241254,https://github.com/snowflakedb/snowpark-python,https://pypi.org/project/snowflake-snowpark-python/,[]
graphql-core,47111423,https://github.com/graphql-python/graphql-core,https://pypi.org/project/graphql-core/,[]
types-awscrt,47060968,https://github.com/youtype/types-awscrt,https://pypi.org/project/types-awscrt/,[]
pysocks,46927317,https://github.com/Anorov/PySocks,https://pypi.org/project/pysocks/,[]
humanfriendly,46788942,,https://pypi.org/project/humanfriendly/,[]
python-slugify,46211043,https://github.com/un33k/python-slugify,https://pypi.org/project/python-slugify/,[]
boto3-stubs,46187055,https://github.com/youtype/mypy_boto3_builder,https://pypi.org/project/boto3-stubs/,[]
poetry-plugin-export,46132904,https://github.com/python-poetry/poetry-plugin-export,https://pypi.org/project/poetry-plugin-export/,[]
wsproto,45953034,https://github.com/python-hyper/wsproto,https://pypi.org/project/wsproto/,[]
types-s3transfer,45926615,https://github.com/youtype/types-s3transfer,https://pypi.org/project/types-s3transfer/,[]
loguru,45754670,https://github.com/Delgan/loguru,https://pypi.org/project/loguru/,[]
requests-aws4auth,45353088,https://github.com/tedder/requests-aws4auth,https://pypi.org/project/requests-aws4auth/,[]
google-cloud-pubsub,45141928,https://github.com/googleapis/python-pubsub,https://pypi.org/project/google-cloud-pubsub/,[]
narwhals,45039718,https://github.com/narwhals-dev/narwhals,https://pypi.org/project/narwhals/,[]
nbconvert,44849483,,https://pypi.org/project/nbconvert/,[]
mysql-connector-python,44550742,https://github.com/mysql/mysql-connector-python,https://pypi.org/project/mysql-connector-python/,[]
aenum,44508612,https://github.com/ethanfurman/aenum,https://pypi.org/project/aenum/,[]
elasticsearch,44418435,https://github.com/elastic/elasticsearch-py,https://pypi.org/project/elasticsearch/,[]
lark,44410272,https://github.com/lark-parser/lark,https://pypi.org/project/lark/,[]
pandas-stubs,44079543,https://github.com/pandas-dev/pandas-stubs,https://pypi.org/project/pandas-stubs/,[]
xxhash,44045774,https://github.com/ifduyue/python-xxhash,https://pypi.org/project/xxhash/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
simplejson,43763993,https://github.com/simplejson/simplejson,https://pypi.org/project/simplejson/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
userpath,43549232,https://github.com/ofek/userpath,https://pypi.org/project/userpath/,[]
gcsfs,43531688,https://github.com/fsspec/gcsfs,https://pypi.org/project/gcsfs/,[]
nltk,43154279,https://github.com/nltk/nltk,https://pypi.org/project/nltk/,[]
google-cloud-resource-manager,43105503,https://github.com/googleapis/google-cloud-python,https://pypi.org/project/google-cloud-resource-manager/,[]
pycryptodomex,43075548,https://github.com/Legrandin/pycryptodome,https://pypi.org/project/pycryptodomex/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""CFFI"", ""keywords"": [""ffi.dlopen("", ""ffi.cdef("", ""FFI("", ""ffi.new(""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
nvidia-cublas-cu12,42818660,,https://pypi.org/project/nvidia-cublas-cu12/,[]
xlrd,42501806,,https://pypi.org/project/xlrd/,[]
jupyter-server,42444303,https://github.com/jupyter-server/jupyter_server,https://pypi.org/project/jupyter-server/,[]
nbclient,42114170,https://github.com/jupyter/nbclient,https://pypi.org/project/nbclient/,[]
jupyterlab,42088036,https://github.com/jupyterlab/jupyterlab,https://pypi.org/project/jupyterlab/,[]
sse-starlette,41985750,https://github.com/sysid/sse-starlette,https://pypi.org/project/sse-starlette/,[]
triton,41913595,https://github.com/triton-lang/triton,https://pypi.org/project/triton/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyModuleDef"", ""PyInit_"", ""PyMODINIT_FUNC""]}, {""type"": ""PyBind11"", ""keywords"": [""PYBIND11_MODULE"", ""pybind11/pybind11.h""]}, {""type"": ""ctypes"", ""keywords"": [""CDLL(""]}]"
argon2-cffi,41866278,https://github.com/hynek/argon2-cffi,https://pypi.org/project/argon2-cffi/,"[{""type"": ""CFFI"", ""keywords"": [""ffi.new(""]}]"
nvidia-cusparse-cu12,41674464,,https://pypi.org/project/nvidia-cusparse-cu12/,[]
deprecation,41574160,https://github.com/briancurtin/deprecation,https://pypi.org/project/deprecation/,[]
faker,41570926,https://github.com/joke2k/faker,https://pypi.org/project/faker/,[]
argon2-cffi-bindings,41559217,https://github.com/hynek/argon2-cffi-bindings,https://pypi.org/project/argon2-cffi-bindings/,"[{""type"": ""CFFI"", ""keywords"": [""ffi.cdef("", ""FFI(""]}]"
toolz,41508756,https://github.com/pytoolz/toolz,https://pypi.org/project/toolz/,[]
confluent-kafka,41388356,https://github.com/confluentinc/confluent-kafka-python,https://pypi.org/project/confluent-kafka/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
pytokens,41242697,https://github.com/tusharsadhwani/pytokens,https://pypi.org/project/pytokens/,[]
nvidia-cuda-nvrtc-cu12,40996439,,https://pypi.org/project/nvidia-cuda-nvrtc-cu12/,[]
litellm,40959798,https://github.com/BerriAI/litellm,https://pypi.org/project/litellm/,"[{""type"": ""SWIG"", ""keywords"": [""%include""]}]"
nvidia-cufft-cu12,40949287,,https://pypi.org/project/nvidia-cufft-cu12/,[]
nvidia-cusolver-cu12,40923862,,https://pypi.org/project/nvidia-cusolver-cu12/,[]
nvidia-cuda-cupti-cu12,40899350,,https://pypi.org/project/nvidia-cuda-cupti-cu12/,[]
nvidia-nvjitlink-cu12,40830142,,https://pypi.org/project/nvidia-nvjitlink-cu12/,[]
nvidia-curand-cu12,40805199,,https://pypi.org/project/nvidia-curand-cu12/,[]
pyrsistent,40801012,https://github.com/tobgu/pyrsistent,https://pypi.org/project/pyrsistent/,"[{""type"": ""C/C++ Extensions"", ""keywords"": [""PyMODINIT_FUNC"", ""PyInit_"", ""PyModuleDef""]}]"
datasets,40650685,https://github.com/huggingface/datasets,https://pypi.org/project/datasets/,[]
pbs-installer,40601936,https://github.com/frostming/pbs-installer,https://pypi.org/project/pbs-installer/,[]
nvidia-cuda-runtime-cu12,40507747,,https://pypi.org/project/nvidia-cuda-runtime-cu12/,[]
nvidia-cudnn-cu12,40435098,,https://pypi.org/project/nvidia-cudnn-cu12/,[]
types-protobuf,40242620,https://github.com/python/typeshed,https://pypi.org/project/types-protobuf/,"[{""type"": ""ctypes"", ""keywords"": [""WinDLL("", ""CDLL(""]}]"
selenium,40199639,,https://pypi.org/project/selenium/,[]
pandocfilters,40001798,https://github.com/jgm/pandocfilters,https://pypi.org/project/pandocfilters/,[]
findpython,39990124,https://github.com/frostming/findpython,https://pypi.org/project/findpython/,[]
google-ads,39926410,https://github.com/googleads/google-ads-python,https://pypi.org/project/google-ads/,[]
jupyterlab-pygments,39854368,https://github.com/jupyterlab/jupyterlab_pygments,https://pypi.org/project/jupyterlab-pygments/,[]
croniter,39739139,https://github.com/kiorky/croniter,https://pypi.org/project/croniter/,[]
